
菜油309,OI309,2023-07-10 21:05,9274,9498,9503,9274,63922,6046381980,2.45,1.42,133.0,0.0
菜油309,OI309,2023-07-10 21:10,9498,9506,9518,9487,36205,3440651270,0.33,0.08,8.0,0.0
菜油309,OI309,2023-07-10 21:15,9507,9526,9534,9501,23753,2259268350,0.35,0.21,20.0,0.0
菜油309,OI309,2023-07-10 21:20,9526,9519,9540,9510,23233,2213250970,0.31,-0.07,-7.0,0.0
菜油309,OI309,2023-07-10 21:25,9521,9549,9557,9521,34923,3332047070,0.38,0.32,30.0,0.0
菜油309,OI309,2023-07-10 21:30,9548,9547,9566,9542,25053,2394280700,0.25,-0.02,-2.0,0.0
菜油309,OI309,2023-07-10 21:35,9548,9556,9558,9537,20901,1995968660,0.22,0.09,9.0,0.0
菜油309,OI309,2023-07-10 21:40,9556,9569,9585,9548,27960,2674353000,0.39,0.14,13.0,0.0
菜油309,OI309,2023-07-10 21:45,9570,9573,9583,9562,22026,2109892960,0.22,0.04,4.0,0.0
菜油309,OI309,2023-07-10 21:50,9572,9566,9575,9561,15141,1447436950,0.15,-0.07,-7.0,0.0
菜油309,OI309,2023-07-10 21:55,9565,9569,9573,9560,12234,1171150840,0.14,0.03,3.0,0.0
菜油309,OI309,2023-07-10 22:00,9570,9581,9593,9570,19962,1911139890,0.24,0.13,12.0,0.0
菜油309,OI309,2023-07-10 22:05,9582,9586,9588,9576,12672,1214147860,0.13,0.05,5.0,0.0
菜油309,OI309,2023-07-10 22:10,9587,9583,9588,9576,8596,822664610,0.13,-0.03,-3.0,0.0
菜油309,OI309,2023-07-10 22:15,9584,9573,9584,9569,10107,970431930,0.16,-0.1,-10.0,0.0
菜油309,OI309,2023-07-10 22:20,9574,9584,9590,9574,12323,1178441700,0.17,0.11,11.0,0.0
菜油309,OI309,2023-07-10 22:25,9584,9585,9589,9581,8153,784850300,0.08,0.01,1.0,0.0
菜油309,OI309,2023-07-10 22:30,9584,9598,9617,9582,14614,1401426600,0.37,0.14,13.0,0.0
菜油309,OI309,2023-07-10 22:35,9599,9598,9604,9589,17492,1676572360,0.16,0.0,0.0,0.0
菜油309,OI309,2023-07-10 22:40,9598,9590,9600,9589,12562,1206851440,0.11,-0.08,-8.0,0.0
菜油309,OI309,2023-07-10 22:45,9589,9593,9596,9587,8511,816423050,0.09,0.03,3.0,0.0
菜油309,OI309,2023-07-10 22:50,9594,9588,9595,9583,9951,954026870,0.13,-0.05,-5.0,0.0
菜油309,OI309,2023-07-10 22:55,9588,9600,9602,9588,7733,742517790,0.15,0.13,12.0,0.0
菜油309,OI309,2023-07-10 23:00,9599,9597,9607,9594,12016,1151527630,0.14,-0.03,-3.0,0.0
菜油309,OI309,2023-07-11 09:05,9606,9590,9619,9588,27103,2606738220,0.32,-0.07,-7.0,0.0
菜油309,OI309,2023-07-11 09:10,9590,9564,9591,9562,27717,2652122130,0.3,-0.27,-26.0,0.0
菜油309,OI309,2023-07-11 09:15,9564,9584,9587,9563,13527,1291963770,0.25,0.21,20.0,0.0
菜油309,OI309,2023-07-11 09:20,9584,9572,9584,9567,7982,767724540,0.18,-0.13,-12.0,0.0
菜油309,OI309,2023-07-11 09:25,9571,9583,9585,9565,11774,1124652480,0.21,0.11,11.0,0.0
菜油309,OI309,2023-07-11 09:30,9583,9593,9604,9583,16630,1594145360,0.22,0.1,10.0,0.0
菜油309,OI309,2023-07-11 09:35,9593,9587,9604,9582,12077,1159484340,0.23,-0.06,-6.0,0.0
菜油309,OI309,2023-07-11 09:40,9586,9553,9588,9553,18724,1794846730,0.37,-0.35,-34.0,0.0
菜油309,OI309,2023-07-11 09:45,9554,9568,9572,9543,20843,1991548650,0.3,0.16,15.0,0.0
菜油309,OI309,2023-07-11 09:50,9568,9557,9574,9554,9102,869696100,0.21,-0.11,-11.0,0.0
菜油309,OI309,2023-07-11 09:55,9559,9569,9570,9554,6936,662734800,0.17,0.13,12.0,0.0
菜油309,OI309,2023-07-11 10:00,9569,9560,9571,9551,6487,619832850,0.21,-0.09,-9.0,0.0
菜油309,OI309,2023-07-11 10:05,9559,9557,9564,9554,4796,458257800,0.1,-0.03,-3.0,0.0
菜油309,OI309,2023-07-11 10:10,9558,9550,9561,9547,8436,806059800,0.15,-0.07,-7.0,0.0
菜油309,OI309,2023-07-11 10:15,9551,9555,9558,9544,7326,699999300,0.15,0.05,5.0,0.0
菜油309,OI309,2023-07-11 10:35,9554,9549,9575,9549,13957,1333591350,0.27,-0.06,-6.0,0.0
菜油309,OI309,2023-07-11 10:40,9549,9551,9555,9528,16878,1612692900,0.28,0.02,2.0,0.0
菜油309,OI309,2023-07-11 10:45,9551,9554,9566,9550,7716,737263800,0.17,0.03,3.0,0.0
菜油309,OI309,2023-07-11 10:50,9554,9545,9555,9542,6344,606169200,0.14,-0.09,-9.0,0.0
菜油309,OI309,2023-07-11 10:55,9546,9538,9546,9534,7669,732772950,0.13,-0.07,-7.0,0.0
菜油309,OI309,2023-07-11 11:00,9538,9544,9549,9535,6633,633783150,0.15,0.06,6.0,0.0
菜油309,OI309,2023-07-11 11:05,9543,9527,9544,9522,10304,977257160,0.23,-0.18,-17.0,0.0
菜油309,OI309,2023-07-11 11:10,9527,9524,9536,9524,8213,784670020,0.13,-0.03,-3.0,0.0
菜油309,OI309,2023-07-11 11:15,9524,9526,9532,9518,7252,692856080,0.15,0.02,2.0,0.0
菜油309,OI309,2023-07-11 11:20,9526,9534,9535,9522,6586,621715890,0.14,0.08,8.0,0.0
菜油309,OI309,2023-07-11 11:25,9535,9554,9554,9535,11672,1115026160,0.2,0.21,20.0,0.0
菜油309,OI309,2023-07-11 11:30,9555,9561,9562,9546,8567,818405510,0.17,0.07,7.0,0.0
菜油309,OI309,2023-07-11 13:35,9564,9549,9572,9548,13373,1277522690,0.25,-0.13,-12.0,0.0
菜油309,OI309,2023-07-11 13:40,9550,9557,9559,9546,4596,439055880,0.14,0.08,8.0,0.0
菜油309,OI309,2023-07-11 13:45,9557,9560,9562,9550,5464,521975920,0.13,0.03,3.0,0.0
菜油309,OI309,2023-07-11 13:50,9560,9551,9564,9547,5277,504111810,0.18,-0.09,-9.0,0.0
菜油309,OI309,2023-07-11 13:55,9551,9531,9558,9529,15575,1487879750,0.3,-0.21,-20.0,0.0
菜油309,OI309,2023-07-11 14:00,9531,9489,9534,9482,31051,2957835730,0.55,-0.44,-42.0,0.0
菜油309,OI309,2023-07-11 14:05,9489,9500,9509,9482,18972,1794893400,0.28,0.12,11.0,0.0
菜油309,OI309,2023-07-11 14:10,9500,9487,9507,9485,17315,1644753330,0.23,-0.14,-13.0,0.0
菜油309,OI309,2023-07-11 14:15,9486,9493,9499,9485,8788,839166120,0.15,0.06,6.0,0.0
菜油309,OI309,2023-07-11 14:20,9492,9490,9496,9486,8197,773732510,0.11,-0.03,-3.0,0.0
菜油309,OI309,2023-07-11 14:25,9490,9473,9492,9465,20585,1956250930,0.28,-0.18,-17.0,0.0
菜油309,OI309,2023-07-11 14:30,9473,9468,9475,9465,9482,895946850,0.11,-0.05,-5.0,0.0
菜油309,OI309,2023-07-11 14:35,9468,9485,9488,9467,10578,1000370410,0.22,0.18,17.0,0.0
菜油309,OI309,2023-07-11 14:40,9485,9491,9501,9483,10798,1021155650,0.19,0.06,6.0,0.0
菜油309,OI309,2023-07-11 14:45,9491,9485,9493,9477,7785,743000400,0.17,-0.06,-6.0,0.0
菜油309,OI309,2023-07-11 14:50,9484,9474,9496,9471,9660,912262500,0.26,-0.12,-11.0,0.0
菜油309,OI309,2023-07-11 14:55,9476,9463,9476,9453,15473,1466745760,0.24,-0.12,-11.0,0.0
菜油309,OI309,2023-07-11 15:00,9464,9463,9476,9460,11593,1096245500,0.17,0.0,0.0,0.0

菜油309,OI309,2023-07-11 21:05,9541,9494,9541,9476,37950,3601075500,0.69,0.33,31.0,0.0
菜油309,OI309,2023-07-11 21:10,9496,9506,9509,9477,26680,2532957800,0.34,0.13,12.0,0.0
菜油309,OI309,2023-07-11 21:15,9506,9520,9522,9500,17414,1656864940,0.23,0.15,14.0,0.0
菜油309,OI309,2023-07-11 21:20,9520,9514,9524,9505,14650,1394064820,0.2,-0.06,-6.0,0.0
菜油309,OI309,2023-07-11 21:25,9514,9505,9514,9498,13581,1290059190,0.17,-0.09,-9.0,0.0
菜油309,OI309,2023-07-11 21:30,9505,9500,9509,9492,9588,910764120,0.18,-0.05,-5.0,0.0
菜油309,OI309,2023-07-11 21:35,9499,9514,9521,9493,17852,1697138630,0.29,0.15,14.0,0.0
菜油309,OI309,2023-07-11 21:40,9514,9501,9514,9489,12557,1192915000,0.26,-0.14,-13.0,0.0
菜油309,OI309,2023-07-11 21:45,9501,9497,9511,9493,9038,858610000,0.19,-0.04,-4.0,0.0
菜油309,OI309,2023-07-11 21:50,9497,9490,9498,9479,17331,1644678590,0.2,-0.07,-7.0,0.0
菜油309,OI309,2023-07-11 21:55,9490,9481,9492,9471,14272,1351879020,0.22,-0.09,-9.0,0.0
菜油309,OI309,2023-07-11 22:00,9481,9507,9507,9475,13109,1244961730,0.34,0.27,26.0,0.0
菜油309,OI309,2023-07-11 22:05,9507,9516,9526,9507,17907,1705066370,0.2,0.09,9.0,0.0
菜油309,OI309,2023-07-11 22:10,9517,9513,9520,9503,8694,825843060,0.18,-0.03,-3.0,0.0
菜油309,OI309,2023-07-11 22:15,9513,9528,9528,9512,9543,908891230,0.17,0.16,15.0,0.0
菜油309,OI309,2023-07-11 22:20,9528,9520,9533,9509,12007,1143186730,0.25,-0.08,-8.0,0.0
菜油309,OI309,2023-07-11 22:25,9520,9516,9521,9509,5911,564184950,0.13,-0.04,-4.0,0.0
菜油309,OI309,2023-07-11 22:30,9516,9514,9519,9507,5229,496859580,0.13,-0.02,-2.0,0.0
菜油309,OI309,2023-07-11 22:35,9515,9514,9516,9504,6051,574966020,0.13,0.0,0.0,0.0
菜油309,OI309,2023-07-11 22:40,9514,9519,9523,9511,6399,608032980,0.13,0.05,5.0,0.0
菜油309,OI309,2023-07-11 22:45,9519,9530,9534,9508,12900,1228644630,0.27,0.12,11.0,0.0
菜油309,OI309,2023-07-11 22:50,9530,9546,9546,9525,11488,1094706150,0.22,0.17,16.0,0.0
菜油309,OI309,2023-07-11 22:55,9545,9540,9547,9534,15258,1456428500,0.14,-0.06,-6.0,0.0
菜油309,OI309,2023-07-11 23:00,9540,9529,9545,9527,10022,955945630,0.19,-0.12,-11.0,0.0
菜油309,OI309,2023-07-12 09:05,9545,9581,9595,9544,34301,3286177310,0.54,0.55,52.0,0.0
菜油309,OI309,2023-07-12 09:10,9581,9560,9588,9558,18723,1792659870,0.31,-0.22,-21.0,0.0
菜油309,OI309,2023-07-12 09:15,9559,9576,9577,9558,11115,1061710250,0.2,0.17,16.0,0.0
菜油309,OI309,2023-07-12 09:20,9576,9575,9579,9561,15843,1516045000,0.19,-0.01,-1.0,0.0
菜油309,OI309,2023-07-12 09:25,9575,9595,9597,9575,25984,2490932680,0.23,0.21,20.0,0.0
菜油309,OI309,2023-07-12 09:30,9596,9576,9596,9574,15645,1498970640,0.23,-0.2,-19.0,0.0
菜油309,OI309,2023-07-12 09:35,9575,9594,9596,9565,15228,1459864680,0.32,0.19,18.0,0.0
菜油309,OI309,2023-07-12 09:40,9593,9602,9605,9592,11933,1146460300,0.14,0.08,8.0,0.0
菜油309,OI309,2023-07-12 09:45,9603,9625,9630,9599,21128,2033311640,0.32,0.24,23.0,0.0
菜油309,OI309,2023-07-12 09:50,9627,9631,9641,9618,16493,1587797340,0.24,0.06,6.0,0.0
菜油309,OI309,2023-07-12 09:55,9631,9633,9636,9625,9727,932879500,0.11,0.02,2.0,0.0
菜油309,OI309,2023-07-12 10:00,9633,9628,9637,9625,7004,678612620,0.12,-0.05,-5.0,0.0
菜油309,OI309,2023-07-12 10:05,9627,9639,9639,9618,8973,861399480,0.22,0.11,11.0,0.0
菜油309,OI309,2023-07-12 10:10,9638,9641,9647,9628,12101,1165548990,0.2,0.02,2.0,0.0
菜油309,OI309,2023-07-12 10:15,9642,9658,9662,9642,15364,1483136310,0.21,0.18,17.0,0.0
菜油309,OI309,2023-07-12 10:35,9659,9661,9665,9648,11972,1160156070,0.18,0.03,3.0,0.0
菜油309,OI309,2023-07-12 10:40,9661,9652,9661,9646,8258,794408650,0.16,-0.09,-9.0,0.0
菜油309,OI309,2023-07-12 10:45,9652,9652,9654,9642,8337,802119100,0.12,0.0,0.0,0.0
菜油309,OI309,2023-07-12 10:50,9652,9653,9655,9648,4199,407024080,0.07,0.01,1.0,0.0
菜油309,OI309,2023-07-12 10:55,9653,9665,9665,9652,9328,903152300,0.13,0.12,12.0,0.0
菜油309,OI309,2023-07-12 11:00,9665,9657,9678,9657,15663,1515125520,0.22,-0.08,-8.0,0.0
菜油309,OI309,2023-07-12 11:05,9657,9668,9670,9649,11994,1158961460,0.22,0.11,11.0,0.0
菜油309,OI309,2023-07-12 11:10,9669,9658,9669,9657,5236,500509240,0.12,-0.1,-10.0,0.0
菜油309,OI309,2023-07-12 11:15,9657,9668,9677,9655,7971,774906910,0.23,0.1,10.0,0.0
菜油309,OI309,2023-07-12 11:20,9667,9671,9672,9658,5985,578765210,0.14,0.03,3.0,0.0
菜油309,OI309,2023-07-12 11:25,9670,9663,9673,9662,3363,321570060,0.11,-0.08,-8.0,0.0
菜油309,OI309,2023-07-12 11:30,9663,9663,9664,9658,5002,484914250,0.06,0.0,0.0,0.0
菜油309,OI309,2023-07-12 13:35,9660,9642,9660,9633,22383,2161026810,0.28,-0.22,-21.0,0.0
菜油309,OI309,2023-07-12 13:40,9643,9637,9643,9635,6853,655557980,0.08,-0.05,-5.0,0.0
菜油309,OI309,2023-07-12 13:45,9637,9633,9640,9619,14061,1359187220,0.22,-0.04,-4.0,0.0
菜油309,OI309,2023-07-12 13:50,9634,9632,9640,9625,7463,714059840,0.16,-0.01,-1.0,0.0
菜油309,OI309,2023-07-12 13:55,9633,9624,9633,9623,5681,550745500,0.1,-0.08,-8.0,0.0
菜油309,OI309,2023-07-12 14:00,9623,9634,9639,9622,5939,568302910,0.18,0.1,10.0,0.0
菜油309,OI309,2023-07-12 14:05,9635,9638,9643,9631,5602,543358210,0.12,0.04,4.0,0.0
菜油309,OI309,2023-07-12 14:10,9638,9638,9642,9635,3482,333227400,0.07,0.0,0.0,0.0
菜油309,OI309,2023-07-12 14:15,9638,9642,9648,9638,7189,695396840,0.1,0.04,4.0,0.0
菜油309,OI309,2023-07-12 14:20,9642,9626,9642,9616,12908,1242963300,0.27,-0.17,-16.0,0.0
菜油309,OI309,2023-07-12 14:25,9625,9629,9632,9621,5621,538042120,0.11,0.03,3.0,0.0
菜油309,OI309,2023-07-12 14:30,9629,9637,9637,9629,5832,565892190,0.08,0.08,8.0,0.0
菜油309,OI309,2023-07-12 14:35,9637,9636,9646,9632,8465,810354450,0.15,-0.01,-1.0,0.0
菜油309,OI309,2023-07-12 14:40,9635,9634,9638,9622,8797,849962580,0.17,-0.02,-2.0,0.0
菜油309,OI309,2023-07-12 14:45,9633,9623,9633,9617,7846,751176040,0.17,-0.11,-11.0,0.0
